,Is_Resigning,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee.Source,cluster
82,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,4,8
83,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,8
84,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,8
85,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,8
86,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,8
87,1,27,4,591,3,2,1,4,4,2,79,2,1,8,3,2,3388,21777,0,3,17,3,1,1,2,0,2,1,0,0,0,2,9
88,1,58,4,682,4,10,4,4,1,2,40,3,1,3,2,2,3468,16632,0,1,13,3,3,0,38,1,2,37,10,1,8,1,8
89,1,26,4,1449,3,16,4,4,1,2,40,3,1,3,2,2,3468,16632,2,3,13,3,4,1,5,2,3,3,2,0,2,8,8
90,1,27,4,591,3,2,1,4,4,1,33,1,1,10,3,1,2351,12253,0,1,16,4,4,1,3,3,2,2,2,1,0,2,4
91,1,25,4,622,4,13,1,4,1,2,40,3,1,3,2,2,3468,16632,1,1,11,4,3,0,7,1,3,7,4,0,6,2,8
92,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,8
93,2,18,4,230,3,3,3,2,1,2,40,3,1,3,2,2,3468,16632,1,1,11,3,1,1,20,2,3,20,7,2,13,10,8
94,1,31,4,326,4,8,2,2,1,2,40,3,1,3,2,2,3468,16632,4,1,12,4,2,2,8,2,4,3,2,1,2,3,8
95,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,4,4,1,6,3,3,2,2,2,2,10,8
96,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,8
97,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,4,8
98,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,8
99,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,8
100,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,8
101,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
102,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
103,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
104,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
105,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
106,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
107,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
108,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
109,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
110,1,32,3,1005,3,2,2,2,1,1,57,2,2,9,3,4,5473,24668,7,1,11,3,4,0,20,2,2,4,3,1,3,2,9
111,1,44,1,489,3,23,3,4,4,2,79,3,1,3,4,4,3068,11864,4,1,12,4,3,1,17,3,4,3,2,1,2,10,4
112,1,28,4,1117,3,8,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,21,3,4,0,5,3,3,5,3,0,2,10,4
113,1,32,3,1005,3,2,2,2,4,2,42,3,1,3,4,2,1702,12106,1,3,23,3,3,1,1,3,3,1,0,0,0,1,4
114,2,24,3,1287,3,7,3,2,4,2,79,3,1,3,4,4,3068,11864,1,3,16,4,4,1,6,4,3,6,3,1,2,2,4
115,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
116,1,36,3,566,3,18,4,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,1,2,10,3,3,10,8,0,6,5,4
117,2,39,1,592,3,2,3,2,4,2,79,3,1,3,4,4,3068,11864,4,1,19,3,3,1,10,2,3,6,1,0,5,2,4
118,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
119,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
120,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
121,1,32,3,1005,3,2,2,2,3,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
122,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,4
123,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,4
124,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,4
125,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,4
126,1,59,4,1324,3,3,3,2,3,1,81,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,4
127,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,4
128,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,4
129,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,4,1,3,12,3,2,1,0,0,0,10,4
130,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,4
131,1,59,4,1324,3,3,3,2,3,1,81,4,1,5,3,2,6132,13983,1,1,17,3,3,0,10,3,3,0,0,0,0,10,4
132,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,4
133,1,59,4,1324,3,3,3,4,3,2,76,3,1,8,2,2,2703,4956,0,1,23,3,4,1,6,3,3,5,4,0,4,5,1
134,2,37,4,807,1,6,4,1,3,1,81,4,1,3,1,2,2670,9964,4,3,22,3,4,0,7,3,3,3,2,0,2,2,4
135,1,49,3,636,3,10,4,2,3,1,81,4,1,3,1,2,2670,9964,9,3,11,3,4,0,22,4,3,3,2,1,2,5,4
136,1,59,4,1324,3,3,3,4,3,1,79,3,5,4,3,2,18041,13022,0,1,14,3,4,0,21,2,3,20,15,1,12,3,6
137,2,30,3,448,4,12,4,2,3,1,81,4,1,3,1,2,2670,9964,1,1,18,3,3,1,1,2,4,1,0,0,0,2,4
138,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,4
139,1,41,4,334,4,2,4,2,3,1,81,4,1,3,1,2,2670,9964,2,3,20,3,4,1,13,3,1,7,7,4,5,6,4
140,2,31,3,1445,3,1,5,2,3,1,81,4,1,3,1,2,2670,9964,9,1,21,3,3,1,10,3,2,5,4,0,1,4,4
141,1,59,4,1324,3,3,3,2,3,1,81,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,4
142,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,4
143,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,4
144,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,4,1,3,12,3,2,1,0,0,0,10,4
145,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,4
146,1,59,4,1324,3,3,3,2,3,1,81,3,1,5,3,2,6132,13983,1,1,17,3,3,0,10,3,3,0,3,0,0,10,4
147,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
148,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
149,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
150,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
151,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
152,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,6,4
153,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
154,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
155,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
156,1,30,4,1358,3,24,1,2,3,2,87,3,1,8,2,4,2501,18775,1,1,17,3,2,0,1,4,3,1,1,1,0,6,8
157,1,32,4,827,3,1,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,13,3,4,0,1,2,3,1,0,0,0,4,4
158,1,36,4,506,3,3,3,6,4,2,67,3,1,3,3,1,2693,13335,4,1,12,3,4,0,10,2,3,8,0,7,7,2,4
159,1,30,4,1358,3,24,1,2,1,1,90,3,1,8,4,1,2886,3032,1,1,22,3,2,2,3,3,1,3,2,0,2,2,1
160,1,34,4,254,3,1,2,2,4,2,67,3,1,3,3,1,2693,13335,1,3,13,3,4,1,6,3,3,6,5,1,3,2,4
161,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
162,1,36,1,1105,3,24,4,2,4,2,67,3,1,3,3,1,2693,13335,8,1,18,3,3,1,20,2,1,17,9,0,15,8,4
163,2,31,3,523,3,2,3,2,4,2,67,3,1,3,3,1,2693,13335,1,3,14,3,4,0,0,3,3,0,0,0,0,5,4
164,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
165,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,4
166,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
167,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,6,4
168,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
169,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,4
170,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,7
171,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,7
172,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,3,2,0,10,2,3,9,7,1,8,10,7
173,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,7
174,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,7
175,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,7
176,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,7
177,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,7
178,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,7
179,1,38,3,216,3,23,3,2,2,2,66,3,2,8,2,2,6220,7346,1,1,17,3,2,2,10,3,3,10,4,0,9,8,1
180,2,20,3,871,3,6,3,2,4,2,44,2,3,5,3,4,9526,8787,1,3,18,3,2,0,1,5,3,1,0,1,0,1,7
181,1,31,3,444,4,5,3,3,4,2,44,2,3,5,3,4,9526,8787,1,1,11,4,3,1,2,5,2,2,2,2,2,2,7
182,1,38,3,216,3,23,3,2,3,2,53,3,1,3,4,2,2097,16734,4,1,15,3,3,1,9,3,1,5,3,1,4,4,8
183,2,31,4,1365,4,13,4,4,4,2,44,2,3,5,3,4,9526,8787,2,1,17,3,3,0,9,2,1,3,1,1,2,10,7
184,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,7
185,1,32,4,906,4,7,3,2,4,2,44,2,3,5,3,4,9526,8787,1,1,14,3,4,0,9,2,3,9,8,3,7,2,7
186,1,44,1,981,3,5,3,2,4,2,44,2,3,5,3,4,9526,8787,3,1,15,3,3,1,20,2,3,1,0,0,1,6,7
187,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,3,2,0,10,2,3,9,7,1,8,10,7
188,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,7
189,1,38,3,216,3,23,3,2,4,2,31,2,2,2,4,4,3886,4223,0,1,21,4,2,0,10,2,3,9,7,1,8,10,1
190,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,7
191,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,7
