"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"MaritalStatus7","119","7",17,2394,2.3671679197995,1.15136493036823,2,2.33402922755741,1.4826,1,4,3,0.448895667225053,-1.2827447680586,0.023531571097071
"MonthlyIncome1","120","1",18,4959,4392.7322040734,1921.61817380114,4198,4248.67750062988,2195.7306,1081,10231,9150,0.524990227210988,-0.45945795500546,27.2878955024453
"MonthlyIncome2","121","2",18,2575,13833.1829126214,3953.61362558447,13402,13838.8034934498,5026.014,7143,19973,12830,0.099024478540381,-1.3473773750265,77.9122251967533
"MonthlyIncome3","122","3",18,1077,18057.965645311,1179.88901552958,18041,18097.7172653534,1541.904,15202,19999,4797,-0.203601959202836,-1.00565064730563,35.9528486346559
"MonthlyIncome4","123","4",18,5129,4075.84148956912,1584.96709293063,3983,3988.22070645554,1909.5888,1009,8628,7619,0.408351465623662,-0.67537797317084,22.1311458498121
"MonthlyIncome5","124","5",18,3543,3990.90262489416,1490.84573099332,4025,3939.78165784832,1937.7582,1009,7005,5996,0.185717671559533,-1.14403000290776,25.0465048330606
"MonthlyIncome6","125","6",18,3855,4081.94941634241,1777.54373765241,3748,3903.05607779579,1989.6492,1009,8793,7784,0.689396440813368,-0.483507437157191,28.6291269569257
"MonthlyIncome7","126","7",18,2394,10606.0576441103,1871.94933025603,10266,10535.5318371608,1506.3216,7264,14852,7588,0.498775688946738,-0.625638621383128,38.2588591967503
"MonthlyRate1","127","1",19,4959,18131.9415204678,2031.85080129161,18089,18136.4391534392,2621.2368,13939,22149,8210,-0.011733156235919,-1.15972465582817,28.8532514409613
"MonthlyRate2","128","2",19,2575,21615.6116504854,3066.96702261582,22074,21715.056768559,3531.5532,14961,26862,11901,-0.236691370087514,-0.944902730106238,60.4394480509547
"MonthlyRate3","129","3",19,1077,8008.60352831941,3660.0273943795,7999,7948.00463499421,4225.41,2125,14590,12465,0.153478341024354,-1.21005532592589,111.526092011085
"MonthlyRate4","130","4",19,5129,10691.354844999,2150.80305342132,10642,10700.9780755177,2594.55,6409,15062,8653,-0.026676926531861,-1.11521254312394,30.0320027348175
"MonthlyRate5","131","5",19,3543,24024.6169912504,1628.17653747076,23814,23991.2324514991,1955.5494,20978,26999,6021,0.18318765973782,-1.10475232623651,27.3536896991122
"MonthlyRate6","132","6",19,3855,4689.01660181582,1422.03076107847,4732,4680.18670988655,1838.424,2097,7568,5471,0.017894033203931,-0.99513733264491,22.9032334525488
"MonthlyRate7","133","7",19,2394,10398.6675020886,4139.87499025616,10225,10562.0563674322,5183.1696,2094,17881,15787,-0.239828377030316,-0.931311572754888,84.6106739025331
"NumCompaniesWorked1","134","1",20,4959,2.67190965920549,2.4663608953396,2,2.331569664903,1.4826,0,9,9,1.04320643353963,0.152794390597661,0.035023502223761
"NumCompaniesWorked2","135","2",20,2575,2.56543689320388,2.3486612665405,2,2.2426006792819,1.4826,0,9,9,1.12997513601204,0.302414890559266,0.046284094208256
"NumCompaniesWorked3","136","3",20,1077,2.20241411327762,1.9164407363675,1,1.83198146002317,1.4826,0,9,9,1.53937270906868,1.5814892299261,0.058396597311302
"NumCompaniesWorked4","137","4",20,5129,2.829011503217,2.6371521732896,2,2.49451887941535,1.4826,0,9,9,0.945733901774981,-0.27834873327571,0.036822972309984
"NumCompaniesWorked5","138","5",20,3543,2.72198701665255,2.54575061461513,1,2.38095238095238,1.4826,0,9,9,1.02607190472859,-0.025204773458174,0.042769116714874
"NumCompaniesWorked6","139","6",20,3855,2.59662775616083,2.46352510271666,1,2.245056726094,1.4826,0,9,9,1.09591446556123,0.197332266349262,0.039677545724076
"NumCompaniesWorked7","140","7",20,2394,2.85045948203843,2.57608537040045,2,2.57881002087683,2.9652,0,9,9,0.754433031744358,-0.602252200150074,0.05264997608214
"OverTime1","141","1",21,4959,1.61726154466626,0.92384074865633,1,1.52179390274628,0,1,3,2,0.828316049471011,-1.31388063740046,0.013118979698432
"OverTime2","142","2",21,2575,1.58873786407767,0.91126793291264,1,1.48617176128093,0,1,3,2,0.901842535259169,-1.18601533061364,0.017957979491022
"OverTime3","143","3",21,1077,1.43082636954503,0.822599337246617,1,1.28968713789108,0,1,3,2,1.38255679061401,-0.088616415957138,0.025065738446359
"OverTime4","144","4",21,5129,1.49912263599142,0.865151963316196,1,1.3741778319123,0,1,3,2,1.15706554993872,-0.659937528517713,0.012080253506714
"OverTime5","145","5",21,3543,1.53344623200677,0.8842984793261,1,1.41693121693122,0,1,3,2,1.05451654445637,-0.88732285800319,0.014856390353382
"OverTime6","146","6",21,3855,1.60311284046693,0.917562406361456,1,1.50405186385737,0,1,3,2,0.864466059535495,-1.25192640392483,0.014778263997778
"OverTime7","147","7",21,2394,1.64411027568922,0.934723200363862,1,1.5553235908142,0,1,3,2,0.761168793370241,-1.42121520176847,0.019103852189079
"PercentSalaryHike1","148","1",22,4959,14.9903206291591,3.46676537426251,14,14.5752078609221,2.9652,11,25,14,0.921510316169053,-0.039931347520636,0.049229723445653
"PercentSalaryHike2","149","2",22,2575,15.2434951456311,3.66710786409445,14,14.882096069869,2.9652,11,25,14,0.733609872260658,-0.564936526070941,0.072266174893576
"PercentSalaryHike3","150","3",22,1077,14.7075208913649,3.72084316612456,14,14.1123986095017,2.9652,11,25,14,1.19604369465287,0.61054556936279,0.113379232609371
"PercentSalaryHike4","151","4",22,5129,15.5090660947553,3.61424391173976,14,15.173934226553,2.9652,11,25,14,0.731701328828747,-0.466742994193449,0.05046625857677
"PercentSalaryHike5","152","5",22,3543,15.3138583121648,3.7784863662446,14,14.8966490299824,2.9652,11,25,14,0.78419605509529,-0.416338417064633,0.063479322552538
"PercentSalaryHike6","153","6",22,3855,15.0731517509728,3.61329247547048,14,14.6674230145867,2.9652,11,25,14,0.80242626340826,-0.323017851810677,0.058195703892703
"PercentSalaryHike7","154","7",22,2394,15.2556390977444,3.96345344020365,14,14.7640918580376,4.4478,11,25,14,0.838983722125691,-0.321800532834577,0.081004974146863
"PerformanceRating1","155","1",23,4959,3.14115749142972,0.348219048658987,3,3.05165028974553,0,3,4,1,2.06060034959536,2.24652694289063,0.004944876740508
"PerformanceRating2","156","2",23,2575,3.17514563106796,0.380165444900821,3,3.09412906356138,0,3,4,1,1.70835206750722,0.918824063822822,0.007491762868143
"PerformanceRating3","157","3",23,1077,3.13184772516249,0.338482320991123,3,3.04055619930475,0,3,4,1,2.17329190188281,2.72573113162954,0.010314024024233
"PerformanceRating4","158","4",23,5129,3.16455449405342,0.370814133351936,3,3.08087697929354,0,3,4,1,1.80888522871852,1.2723139474783,0.005177736310733
"PerformanceRating5","159","5",23,3543,3.15805814281682,0.364847005063848,3,3.07266313932981,0,3,4,1,1.87391065560854,1.51196813216131,0.006129502258809
"PerformanceRating6","160","6",23,3855,3.14889753566796,0.356033624109101,3,3.0612641815235,0,3,4,1,1.97178785035889,1.88843739570454,0.00573427905578
"PerformanceRating7","161","7",23,2394,3.1578947368421,0.364718456679362,3,3.07254697286012,0,3,4,1,1.8752128157095,1.51705731902042,0.007454107787545
"RelationshipSatisfaction1","162","1",24,4959,2.68078241580964,1.09545234764061,3,2.72587553539935,1.4826,1,4,3,-0.25893409093252,-1.24418093855164,0.015555946336204
"RelationshipSatisfaction2","163","2",24,2575,2.7821359223301,1.03939089441913,3,2.8524987869966,1.4826,1,4,3,-0.39872098634747,-1.01267305614813,0.020482845594571
"RelationshipSatisfaction3","164","3",24,1077,2.80687093779016,1.00270505651138,3,2.88296639629201,1.4826,1,4,3,-0.35868199626987,-0.970476154964699,0.030553808576459
"RelationshipSatisfaction4","165","4",24,5129,2.72977188535777,1.07784596187598,3,2.78708891595615,1.4826,1,4,3,-0.299131640995062,-1.18708020696925,0.015050133401698
"RelationshipSatisfaction5","166","5",24,3543,2.64069997177533,1.12031836143247,3,2.67583774250441,1.4826,1,4,3,-0.239814970609075,-1.30875127650777,0.018821571320789
"RelationshipSatisfaction6","167","6",24,3855,2.72036316472114,1.08876313368842,3,2.77536466774716,1.4826,1,4,3,-0.310951914951755,-1.20113194053833,0.017535623636216
"RelationshipSatisfaction7","168","7",24,2394,2.71512113617377,1.04429931498859,3,2.7687891440501,1.4826,1,4,3,-0.320670667002656,-1.07631394754907,0.021343366407223
"StockOptionLevel1","169","1",25,4959,0.833837467231297,0.883614692024182,1,0.708490803728899,1.4826,0,3,3,0.913832907772955,0.121652848463061,0.012547750489206
"StockOptionLevel2","170","2",25,2575,0.80621359223301,0.831186180816998,1,0.688985929160602,1.4826,0,3,3,0.950562005387897,0.469505931859786,0.016379841591291
"StockOptionLevel3","171","3",25,1077,0.688950789229341,0.619388199758311,1,0.648899188876014,0,0,3,3,0.697927634412729,1.29940448929614,0.018873614296687
"StockOptionLevel4","172","4",25,5129,0.748488984207448,0.846617430968888,1,0.613641900121803,1.4826,0,3,3,1.07342741059973,0.604376785200353,0.011821452904187
"StockOptionLevel5","173","5",25,3543,0.769122212813999,0.856624956246308,1,0.652910052910053,1.4826,0,3,3,0.907834759700447,0.043215505165723,0.014391469660948
"StockOptionLevel6","174","6",25,3855,0.843060959792477,0.908366788978871,1,0.714748784440843,1.4826,0,3,3,0.885000778458569,-0.063226618145213,0.01463015934532
