"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"BusinessTravel3","24","3",4,1125,3.63822222222222,0.811262166556851,4,3.85016648168701,0,1,4,3,-2.44867794476753,5.04085464568326,0.024187164693265
"BusinessTravel4","25","4",4,4609,3.4922976784552,0.939578317566199,4,3.73976687449173,0,1,4,3,-1.88303730584167,2.28806253372714,0.013839794196995
"BusinessTravel5","26","5",4,4741,3.49651972157773,0.921060727644878,4,3.74505668336409,0,1,4,3,-1.90256622607677,2.45583308448097,0.013376832453542
"BusinessTravel6","27","6",4,1865,3.49919571045576,0.90190808510236,4,3.73342263898191,0,1,4,3,-1.91610828657796,2.61824785082899,0.020884441326733
"BusinessTravel7","28","7",4,4433,3.48815700428604,0.94973255815666,4,3.73498731322244,0,1,4,3,-1.86755017941062,2.18674490485464,0.014264365580989
"DailyRate1","29","1",5,4532,827.127316857899,403.485958193216,827,832.997793712079,526.323,104,1498,1394,-0.07723197756665,-1.20442055381056,5.99354091985407
"DailyRate2","30","2",5,2227,784.392456219129,388.208906368075,788,781.796410544027,458.1234,102,1496,1394,0.066505499530053,-1.04786932434326,8.22631596479951
"DailyRate3","31","3",5,1125,797.142222222222,404.917206559137,806,798.604883462819,489.258,103,1490,1387,-0.059496658852368,-1.20592789127294,12.0722986550074
"DailyRate4","32","4",5,4609,820.264699500976,397.881182172897,829,826.594470046083,514.4622,111,1499,1388,-0.075873064621627,-1.22276386349906,5.86070748247332
"DailyRate5","33","5",5,4741,793.60999789074,407.147321921835,773,790.955971526496,507.0492,103,1496,1393,0.076498889060576,-1.17974547515365,5.91311880507899
"DailyRate6","34","6",5,1865,790.18927613941,399.618754866636,771,787.469524447421,505.5666,119,1499,1380,0.034251651346751,-1.19708271202844,9.25350884078974
"DailyRate7","35","7",5,4433,782.190615835777,410.340816546675,763,781.065407386524,553.0098,103,1490,1387,0.031318268855127,-1.25967098193234,6.16305229272538
"Department1","36","1",6,4532,3.19483671668138,0.668844977463244,3,3.23965802537231,0,1,4,3,-1.21627797490707,3.2231194139931,0.009935289345423
"Department2","37","2",6,2227,3.19802424786709,0.646252347343371,3,3.23051037577117,0,1,4,3,-1.17221462250114,3.44864936800103,0.013694368972564
"Department3","38","3",6,1125,3.15022222222222,0.720574877039385,3,3.22641509433962,0,1,4,3,-1.27302196616395,2.69532727901585,0.021483392105848
"Department4","39","4",6,4609,3.17552614449989,0.650019923088698,3,3.21035510978585,0,1,4,3,-1.20010828434861,3.4986538705769,0.009574658962753
"Department5","40","5",6,4741,3.23961189622442,0.64595477462642,3,3.27287107830213,0,1,4,3,-1.13859061248505,3.2459017365344,0.009381388798149
"Department6","41","6",6,1865,3.33512064343163,0.672716929710334,3,3.38981915606162,0,1,4,3,-1.26681237823781,2.96207777131602,0.01557732709142
"Department7","42","7",6,4433,3.23437852470111,0.6332899158498,3,3.26050183253454,0,1,4,3,-1.10655427803313,3.37532573253174,0.009511602820028
"DistanceFromHome1","43","1",7,4532,8.78640776699029,7.84951774772634,7,7.64947600661886,7.413,1,29,28,1.0312935654979,-0.026862777503016,0.116599858971027
"DistanceFromHome2","44","2",7,2227,8.98652896273013,8.08911495243969,7,7.78463264161526,7.413,1,29,28,1.06021632323468,0.013566809409368,0.171411872274926
"DistanceFromHome3","45","3",7,1125,8.82755555555556,8.28155272039347,6,7.63928967813541,5.9304,1,29,28,1.00115090208322,-0.271454782010042,0.246908197893975
"DistanceFromHome4","46","4",7,4609,9.08201345194185,8.004000178773,7,7.9270805096232,7.413,1,29,28,1.0061501614823,-0.044243591939534,0.117897266418266
"DistanceFromHome5","47","5",7,4741,9.34296561906771,8.14178597622002,7,8.30319008700237,7.413,1,29,28,0.87823306064194,-0.42823727279122,0.118245522371771
"DistanceFromHome6","48","6",7,1865,10.1383378016086,8.64246641742893,8,9.1828533154722,8.8956,1,29,28,0.783580836022898,-0.70772753946443,0.200123588860579
"DistanceFromHome7","49","7",7,4433,9.35912474622152,8.07520877170876,7,8.2943332393572,7.413,1,29,28,0.923283707779447,-0.249477452987863,0.12128438587599
"Education1","50","1",8,4532,2.84510150044131,1.04682484403848,3,2.89327082184225,1.4826,1,6,5,-0.211933429614768,-0.688881211347054,0.015549952634684
"Education2","51","2",8,2227,2.94970812752582,1.03626240018243,3,2.99943914750421,1.4826,1,5,4,-0.243353312457906,-0.427441842999723,0.02195885201629
"Education3","52","3",8,1125,2.93688888888889,1.0838999339537,3,2.98335183129856,1.4826,1,5,4,-0.176393791692878,-0.786140360630145,0.032315652441707
"Education4","53","4",8,4609,2.90692124105012,1.01004817297049,3,2.97478991596639,1.4826,1,6,5,-0.305847802250873,-0.549442642395356,0.014877800585237
"Education5","54","5",8,4741,2.92048091120017,1.03412464292968,3,2.97337200105457,1.4826,1,6,5,-0.200141729995337,-0.545434482782085,0.015018892532657
"Education6","55","6",8,1865,3.03753351206434,0.990668005803612,3,3.13127930341594,1.4826,1,6,5,-0.56808149034006,-0.025535540738367,0.022939752047049
"Education7","56","7",8,4433,2.90142115948568,0.999991092773422,3,2.97293487454187,1.4826,1,6,5,-0.327117338527137,-0.526556420568403,0.015019216096728
"EducationField1","57","1",9,4532,3.20895851721094,1.34306430808194,3,3.05598455598456,1.4826,1,6,5,0.570531992904869,-0.696110441925142,0.019950411470403
"EducationField2","58","2",9,2227,3.18904355635384,1.29783368171642,3,3.03701626472238,1.4826,1,6,5,0.595597553511064,-0.506011796777463,0.027501661503447
"EducationField3","59","3",9,1125,3.12177777777778,1.28373220219151,3,2.96781354051054,1.4826,1,6,5,0.637083744038412,-0.59846453860952,0.038273499586743
"EducationField4","60","4",9,4609,3.26838793664569,1.33276388575282,3,3.11764705882353,1.4826,1,6,5,0.522372246275265,-0.730636049904028,0.019631336257083
"EducationField5","61","5",9,4741,3.23560430288969,1.31990841595663,3,3.08120221460585,1.4826,1,7,6,0.571301084320529,-0.663678567070628,0.019169413269218
"EducationField6","62","6",9,1865,3.33941018766756,1.37422497689713,3,3.20294708640321,1.4826,1,6,5,0.480932578085372,-0.782574628614428,0.031821336756818
"EducationField7","63","7",9,4433,3.28039702233251,1.33952569374946,3,3.12912320270651,1.4826,1,6,5,0.527054133815671,-0.72993748595992,0.020118805064297
"EnvironmentSatisfaction1","64","1",10,4532,2.7396293027361,1.10303073357535,3,2.79950358521787,1.4826,1,4,3,-0.313365851914411,-1.24171911759682,0.016384857275193
"EnvironmentSatisfaction2","65","2",10,2227,2.72384373596767,1.08885638169371,3,2.77958496915311,1.4826,1,4,3,-0.372051522705046,-1.15267870336227,0.02307334141275
"EnvironmentSatisfaction3","66","3",10,1125,2.67288888888889,1.10144805654794,3,2.71587125416204,1.4826,1,4,3,-0.230463263715574,-1.27615753423153,0.032838836375016
"EnvironmentSatisfaction4","67","4",10,4609,2.67520069429377,1.0858120120698,3,2.71889400921659,1.4826,1,4,3,-0.249038393862256,-1.225584590054,0.015993786257857
"EnvironmentSatisfaction5","68","5",10,4741,2.74140476692681,1.10645995771555,3,2.80174004745584,1.4826,1,4,3,-0.374980216022875,-1.1970314584781,0.016069439317817
"EnvironmentSatisfaction6","69","6",10,1865,2.70080428954424,1.05152882608352,3,2.75083724045546,1.4826,1,4,3,-0.338532094786886,-1.07928660673471,0.024349035599584
"EnvironmentSatisfaction7","70","7",10,4433,2.73922851342206,1.10509855498345,3,2.79898505779532,1.4826,1,4,3,-0.334808522021457,-1.22798212554922,0.016597861846394
"Gender1","71","1",11,4532,1.58318623124448,0.493980269313624,2,1.60341974627689,0,1,3,2,-0.326351310887143,-1.86438760621907,0.007337779413662
"Gender2","72","2",11,2227,1.57027391109115,0.49514812730722,2,1.5877734155917,0,1,2,1,-0.283722594518568,-1.92036319402599,0.010492404676429
"Gender3","73","3",11,1125,1.61511111111111,0.488609683384108,2,1.64261931187569,0,1,3,2,-0.449653344042522,-1.73752830087713,0.014567526220154
"Gender4","74","4",11,4609,1.62204382729442,0.48626989282602,2,1.65166711846029,0,1,3,2,-0.486249474835625,-1.71765219309586,0.0071626549007
"Gender5","75","5",11,4741,1.58679603459186,0.49288897590284,2,1.60822567888215,0,1,3,2,-0.347140039644683,-1.86562267388437,0.007158369748007
"Gender6","76","6",11,1865,1.55335120643432,0.497278837204254,2,1.56664434025452,0,1,2,1,-0.214457547355507,-1.95505538509728,0.0115149102998
"Gender7","77","7",11,4433,1.64403338596887,0.480270654331702,2,1.67916549196504,0,1,3,2,-0.583098580235321,-1.609800313843,0.007213352993294
"HourlyRate1","78","1",12,4532,65.4258605472198,20.952469511341,65,65.5493656922228,26.6868,30,100,70,-0.016739653768014,-1.2680999527158,0.311236316501703
"HourlyRate2","79","2",12,2227,65.5267175572519,19.6236279678491,67,65.6292765002804,23.7216,30,100,70,-0.066020249110268,-1.1821158326397,0.415833231518252
"HourlyRate3","80","3",12,1125,66.4453333333333,19.372768795877,65,66.9156492785794,22.239,30,100,70,-0.107692572111988,-0.982371736615026,0.577584372532903
"HourlyRate4","81","4",12,4609,66.5606422217401,20.4587751378966,66,66.8557874762808,26.6868,30,100,70,-0.090486340691612,-1.18035884003895,0.301353524381574
"HourlyRate5","82","5",12,4741,66.0643324193208,20.201638498385,66,66.21750593198,26.6868,30,100,70,-0.035131754381371,-1.1970411681014,0.293394263124102
"HourlyRate6","83","6",12,1865,65.2959785522788,19.6661871297594,67,65.2478231748158,25.2042,30,100,70,-0.005200564468021,-1.15353905304522,0.455387126489063
"HourlyRate7","84","7",12,4433,65.5522219715768,20.6705514413464,65,65.4992951790245,28.1694,30,100,70,0.032005263662567,-1.22040513791501,0.310458244258031
"JobInvolvement1","85","1",13,4532,2.74757281553398,0.702994085600976,3,2.74489795918367,0,1,4,3,-0.437839847358141,0.239252299973628,0.010442553781381
"JobInvolvement2","86","2",13,2227,2.68792096991468,0.706822443614563,3,2.69489624228828,0,1,4,3,-0.412146328274768,0.11125183785111,0.014977875717957
"JobInvolvement3","87","3",13,1125,2.78666666666667,0.60454977218279,3,2.81021087680355,0,1,4,3,-0.684577121253532,1.06118568069404,0.018024191818436
"JobInvolvement4","88","4",13,4609,2.76025168149273,0.706504702727458,3,2.77039848197344,0,1,4,3,-0.57535614751893,0.444751949074974,0.010406668078809
"JobInvolvement5","89","5",13,4741,2.71757013288336,0.760693999136944,3,2.74189296071711,0,1,4,3,-0.511873305958301,0.081176433361595,0.011047779879714
"JobInvolvement6","90","6",13,1865,2.66541554959786,0.70529089627134,3,2.67983924983255,0,1,4,3,-0.414857899396512,0.082581031165147,0.016331604721989
"JobInvolvement7","91","7",13,4433,2.71847507331378,0.696279581275621,3,2.72793910346772,0,1,4,3,-0.489431323181569,0.283996652915979,0.010457666643724
"JobLevel1","92","1",14,4532,1.64474845542807,0.670342348431352,2,1.55432984004413,1.4826,1,5,4,0.594156860840098,-0.523075975112906,0.009957531889401
"JobLevel2","93","2",14,2227,3.86618769645263,0.8043357165934,4,3.85249579360628,1.4826,1,5,4,-0.017728739509628,-0.728209839654979,0.017044224483086
"JobLevel3","94","3",14,1125,4.46933333333333,0.543640031625491,4,4.47835738068812,0,1,5,4,-0.774706217580608,2.9966496171463,0.016208214213396
"JobLevel4","95","4",14,4609,1.48101540464309,0.562999170471753,1,1.43426402819192,0,1,3,2,0.639938957296399,-0.624774688719633,0.008292861283337
"JobLevel5","96","5",14,4741,1.73592069183717,0.669934927594463,2,1.66411811231215,1.4826,1,5,4,0.533634599071696,0.1878011024662,0.00972965952432
"JobLevel6","97","6",14,1865,2.97640750670241,0.536721254557553,3,2.97186872069658,0,1,4,3,-0.062321759562677,0.608752953773662,0.012428232693297
"JobLevel7","98","7",14,4433,1.54928942025716,0.583211315136543,2,1.50380603326755,1.4826,1,3,2,0.507387862353398,-0.675611246084558,0.008759454794541
"JobRole1","99","1",15,4532,6.08958517210944,3.03781901823984,8,6.26282404853833,2.9652,1,10,9,-0.344831236969886,-1.48913373783429,0.045124972067089
"JobRole2","100","2",15,2227,5.32330489447688,2.1185888940651,5,5.32809871003926,1.4826,1,9,8,-0.077815834855313,-0.499590474378093,0.044893822259633
"JobRole3","101","3",15,1125,5.20888888888889,1.5261397092077,4,5.14206437291898,0,1,10,9,0.336143481332947,-1.55012219993474,0.045500695106002
"JobRole4","102","4",15,4609,6.05228899978303,2.95629325017738,8,6.18622933044185,2.9652,1,10,9,-0.308096986503566,-1.47791106022567,0.043545587848814
"JobRole5","103","5",15,4741,6.19152077620755,3.03690726310938,8,6.40812022146059,1.4826,1,10,9,-0.441607355421209,-1.39147441558353,0.044105886198658
"JobRole6","104","6",15,1865,5.86541554959785,3.17203608598116,5,6.07702612190221,5.9304,1,10,9,-0.401685222786568,-1.36554219431487,0.073451167162378
"JobRole7","105","7",15,4433,6.04669524024363,3.03125022182699,8,6.18381731040316,2.9652,1,10,9,-0.28429639500853,-1.55095839436205,0.045527407647809
"JobSatisfaction1","106","1",16,4532,2.80979699911739,1.09593307427831,3,2.88720353006067,1.4826,1,4,3,-0.418332620489568,-1.15529328707994,0.01627942582072
"JobSatisfaction2","107","2",16,2227,2.65334530758868,1.10548387552146,3,2.69153112731352,1.4826,1,4,3,-0.208771588634331,-1.29244626500396,0.023425685255681
"JobSatisfaction3","108","3",16,1125,2.71377777777778,1.06707287638993,3,2.7669256381798,1.4826,1,4,3,-0.268248971497326,-1.17934233451268,0.031813966514055
"JobSatisfaction4","109","4",16,4609,2.74159253634194,1.09540912959235,3,2.80184331797235,1.4826,1,4,3,-0.33955971302891,-1.20091037958342,0.016135149813096
"JobSatisfaction5","110","5",16,4741,2.72558531955284,1.06932551997336,3,2.78196678091221,1.4826,1,4,3,-0.347606544167029,-1.12264425351331,0.01553012509344
"JobSatisfaction6","111","6",16,1865,2.59892761394102,1.18647552493071,3,2.62357669122572,1.4826,1,4,3,-0.191474193853714,-1.47441747216078,0.027473840067869
"JobSatisfaction7","112","7",16,4433,2.71847507331378,1.11060860103262,3,2.77304764589794,1.4826,1,4,3,-0.330016668191723,-1.23886635099473,0.016680619155848
"MaritalStatus1","113","1",17,4532,2.42961165048544,1.16736182848413,2,2.41202426916713,1.4826,1,4,3,0.358093012221525,-1.39754307762449,0.017340456948306
"MaritalStatus2","114","2",17,2227,2.29456668163449,1.11768521560031,2,2.24340998317443,1.4826,1,4,3,0.56979126299194,-1.0773251341476,0.0236842369711
"MaritalStatus3","115","3",17,1125,2.12177777777778,0.978558586835108,2,2.02774694783574,0,1,4,3,0.921814075943584,-0.107687321655904,0.029174980268392
"MaritalStatus4","116","4",17,4609,2.47732696897375,1.15130141000864,2,2.47167253998373,1.4826,1,4,3,0.327058918518894,-1.41031232409128,0.016958431538206
"MaritalStatus5","117","5",17,4741,2.50221472263236,1.17401783580105,2,2.50276825731611,1.4826,1,4,3,0.266851629586531,-1.48469598112344,0.017050602002255
"MaritalStatus6","118","6",17,1865,2.25790884718499,1.14761972467331,2,2.19758874748828,1.4826,1,4,3,0.570993599831771,-1.12965828819989,0.026574101287296
"MaritalStatus7","119","7",17,4433,2.46785472591924,1.15395150833292,2,2.45982520439808,1.4826,1,4,3,0.3342233088027,-1.40617438317796,0.017331601445298
"MonthlyIncome1","120","1",18,4532,4519.15026478376,2118.24504835897,4256,4308.87755102041,2237.2434,1081,10609,9528,0.724660684790701,-0.080844882983904,31.4652545344295
"MonthlyIncome2","121","2",18,2227,14988.3879658734,3253.49609959498,14275,14987.6567582726,4111.2498,9705,19973,10268,0.069106766268078,-1.37451112138859,68.9430007052308
"MonthlyIncome3","122","3",18,1125,17911.7377777778,1347.14074554063,17924,18009.2941176471,1715.3682,14336,19999,5663,-0.514968100813724,-0.341773960335427,40.1639770971813
"MonthlyIncome4","123","4",18,4609,3937.50466478629,1608.82161009938,3708,3806.36785036595,1882.902,1009,8726,7717,0.570693273937975,-0.596861439930028,23.6976094139003
"MonthlyIncome5","124","5",18,4741,4874.45032693525,2260.19065901427,4648,4660.73477458476,2518.9374,1009,11031,10022,0.666185312328736,-0.246444013158207,32.8254053736523
"MonthlyIncome6","125","6",18,1865,10377.5565683646,1737.04868475196,10096,10315.8211654387,1125.2934,6582,13973,7391,0.407159912846481,-0.316792195094633,40.22282529407
"MonthlyIncome7","126","7",18,4433,4151.02752086623,1734.27244123169,3968,4008.05328446575,1937.7582,1051,9547,8496,0.660020942566208,-0.196187379407981,26.0476445777302
"MonthlyRate1","127","1",19,4532,17626.246690203,1743.86515623095,17519,17619.5926640927,2293.5822,14506,20623,6117,0.057339750675228,-1.26014949994503,25.9040666975895
"MonthlyRate2","128","2",19,2227,20341.3304894477,3290.56501419595,20364,20298.3639932698,3798.4212,13938,26707,12769,0.071422099387739,-0.936347398498796,69.7285071657411
"MonthlyRate3","129","3",19,1125,8099.408,3705.89500643102,7999,8056.31076581576,4545.6516,2125,14590,12465,0.127705613334748,-1.26945088825025,110.488442024757
"MonthlyRate4","130","4",19,4609,5227.05489260143,1751.21466681533,5197,5224.31526158851,2222.4174,2097,8456,6359,0.024100819838974,-1.1295589331895,25.7950296748685
"MonthlyRate5","131","5",19,4741,23677.8344231175,1775.24856600469,23452,23640.6227260743,2075.64,20619,26999,6380,0.182357842656359,-1.06758815623478,25.7824505139374
"MonthlyRate6","132","6",19,1865,8163.91957104558,3095.88101544101,8386,8199.46416610851,3435.1842,2094,14394,12300,-0.085551342012489,-0.762344243342825,71.6877323637553
"MonthlyRate7","133","7",19,4433,11563.1770809835,1773.64991595475,11652,11567.7270933183,2370.6774,8423,14669,6246,-0.016288007430478,-1.20659552436939,26.6390686478876
"NumCompaniesWorked1","134","1",20,4532,2.61209179170344,2.42613489245783,2,2.26778819635962,1.4826,0,9,9,1.08670805201189,0.317750158043902,0.036038772749728
"NumCompaniesWorked2","135","2",20,2227,2.60754378087113,2.33426306061574,2,2.24901850813236,1.4826,0,9,9,1.23512573867877,0.557559740353302,0.049464051871542
"NumCompaniesWorked3","136","3",20,1125,2.18311111111111,1.88321843254828,1,1.81243063263041,1.4826,0,9,9,1.57968459120469,1.77112075669972,0.056146725755447
"NumCompaniesWorked4","137","4",20,4609,2.64938164460838,2.513047581364,1,2.29655733261046,1.4826,0,9,9,1.08497770046848,0.108533032430158,0.037016670865101
"NumCompaniesWorked5","138","5",20,4741,2.76566125290023,2.54290813501323,2,2.45610334827313,1.4826,0,9,9,0.903739283261384,-0.28508706966288,0.036931393387924
"NumCompaniesWorked6","139","6",20,1865,2.89973190348526,2.68861950093158,2,2.61754855994642,2.9652,0,9,9,0.718357488598878,-0.720022742534322,0.062257248986457
"NumCompaniesWorked7","140","7",20,4433,2.79359350327092,2.60978001512051,2,2.45700592049619,1.4826,0,9,9,0.969654568893531,-0.20267579147412,0.03919719915035
"OverTime1","141","1",21,4532,1.57833186231244,0.906728592240564,1,1.47297297297297,0,1,3,2,0.92975674211067,-1.13547652240943,0.013468907183613
"OverTime2","142","2",21,2227,1.65334530758868,0.93796403968316,1,1.56702187324734,0,1,3,2,0.73864359868657,-1.45447855398429,0.019875866904346
"OverTime3","143","3",21,1125,1.41422222222222,0.810832161417959,1,1.26859045504994,0,1,3,2,1.44359613312889,0.084046873584798,0.024174344416982
"OverTime4","144","4",21,4609,1.54957691473205,0.892547471283591,1,1.43724586608837,0,1,3,2,1.00866645734652,-0.981780283775755,0.013147039563035
"OverTime5","145","5",21,4741,1.57055473528791,0.90283770182272,1,1.46322172422884,0,1,3,2,0.950753369317855,-1.09534748923845,0.013112174156968
"OverTime6","146","6",21,1865,1.60160857908847,0.91746150246757,1,1.50234427327528,0,1,3,2,0.867998940855181,-1.24724574079182,0.021244593805416
"OverTime7","147","7",21,4433,1.55402661854275,0.894642929504813,1,1.44262757259656,0,1,3,2,0.996199438508516,-1.00640693544033,0.013436955173647
"PercentSalaryHike1","148","1",22,4532,14.8128861429832,3.39977174280378,14,14.3872035300607,2.9652,11,25,14,0.986849547299302,0.171946748794205,0.050501561813708
"PercentSalaryHike2","149","2",22,2227,15.208801077683,3.74357235894853,14,14.7807066741447,2.9652,11,25,14,0.881397687456294,-0.280190379237387,0.079327930288652
"PercentSalaryHike3","150","3",22,1125,14.6942222222222,3.70783680549672,14,14.1009988901221,2.9652,11,25,14,1.17448127276478,0.562346861535395,0.110546335287551
"PercentSalaryHike4","151","4",22,4609,15.1408114558473,3.63568866476366,14,14.7357007319057,2.9652,11,25,14,0.797041302919213,-0.313168190677493,0.05355294172285
"PercentSalaryHike5","152","5",22,4741,15.3573085846868,3.69949019345426,14,14.9860268916425,2.9652,11,25,14,0.714098740189297,-0.52284690736432,0.053728770531664
"PercentSalaryHike6","153","6",22,1865,15.3495978552279,3.96078295398512,14,14.8995311453449,4.4478,11,25,14,0.775186727993805,-0.422890118283659,0.091715265199158
"PercentSalaryHike7","154","7",22,4433,15.5894428152493,3.67303036450949,14,15.2590921905836,2.9652,11,25,14,0.711902646078742,-0.566542110103152,0.055166528155176
"PerformanceRating1","155","1",23,4532,3.13349514563107,0.340146617254995,3,3.0419194704909,0,3,4,1,2.1545061178707,2.64247982944892,0.005052673154716
"PerformanceRating2","156","2",23,2227,3.17242927705433,0.377837963061217,3,3.09085810431856,0,3,4,1,1.7331431162307,1.00423660310042,0.008006551154936
"PerformanceRating3","157","3",23,1125,3.13333333333333,0.340085817095221,3,3.04217536071032,0,3,4,1,2.15440175582605,2.64379933903134,0.010139400069446
"PerformanceRating4","158","4",23,4609,3.15426339770015,0.361240245277273,3,3.06804011927352,0,3,4,1,1.91374905455996,1.66279635665403,0.005320994063869
"PerformanceRating5","159","5",23,4741,3.16114743724953,0.367705669634424,3,3.07645663063538,0,3,4,1,1.84267536741278,1.39574704242155,0.005340296233772
"PerformanceRating6","160","6",23,1865,3.16782841823056,0.373814079793762,3,3.08506363027462,0,3,4,1,1.77624916571287,1.15568162948445,0.008655979855945
"PerformanceRating7","161","7",23,4433,3.16286938867584,0.369288118153558,3,3.0786580208627,0,3,4,1,1.82542868041668,1.33249060432726,0.005546467452144
"RelationshipSatisfaction1","162","1",24,4532,2.6617387466902,1.07912982865069,3,2.70215113072256,1.4826,1,4,3,-0.222140756872976,-1.22231307588912,0.016029823726247
"RelationshipSatisfaction2","163","2",24,2227,2.72429277054333,1.04195798502089,3,2.78014582164891,1.4826,1,4,3,-0.246267620550016,-1.13684281840333,0.022079543941995
"RelationshipSatisfaction3","164","3",24,1125,2.82488888888889,0.992186158376871,3,2.90566037735849,1.4826,1,4,3,-0.392849436334855,-0.910567705100517,0.029581275952867
"RelationshipSatisfaction4","165","4",24,4609,2.72532002603602,1.07652660831172,3,2.78151260504202,1.4826,1,4,3,-0.316842220760077,-1.16702621986118,0.015857014181868
"RelationshipSatisfaction5","166","5",24,4741,2.69352457287492,1.1177217640602,3,2.74189296071711,1.4826,1,4,3,-0.32264364080868,-1.25699418530303,0.016232997802155
"RelationshipSatisfaction6","167","6",24,1865,2.7372654155496,1.0682855116237,3,2.79638312123242,1.4826,1,4,3,-0.397345827750153,-1.07963681215289,0.02473705076629
"RelationshipSatisfaction7","168","7",24,4433,2.72524249943605,1.08540379162083,3,2.78150549760361,1.4826,1,4,3,-0.29465042636737,-1.20791657702847,0.016302059304697
"StockOptionLevel1","169","1",25,4532,0.807811120917917,0.874817947617777,1,0.680088251516823,1.4826,0,3,3,0.953953120700965,0.222417945929319,0.012994893775111
"StockOptionLevel2","170","2",25,2227,0.783565334530759,0.810886864671833,1,0.665731912507011,1.4826,0,3,3,0.989506777289354,0.673370923611425,0.017183046166827
"StockOptionLevel3","171","3",25,1125,0.700444444444444,0.631364236185958,1,0.6503884572697,0,0,3,3,0.677726482877473,1.03127866008055,0.018823644675654
"StockOptionLevel4","172","4",25,4609,0.79865480581471,0.90200775036946,1,0.66522092708051,1.4826,0,3,3,0.950848238642108,0.045121030552363,0.013286387516417
"StockOptionLevel5","173","5",25,4741,0.788230331153765,0.863876951075102,1,0.671763775375692,1.4826,0,3,3,0.894601525903801,0.028595704234374,0.012546335858393
"StockOptionLevel6","174","6",25,1865,0.894906166219839,0.823280366911801,1,0.78231748158071,0,0,3,3,0.940232223839053,0.687503094238898,0.019063750289221
