,Is_Resigning,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee.Source,cluster
46,2,37,4,1373,3,2,2,5,4,1,88,2,2,1,4,2,4523,4386,0,1,11,4,4,3,7,4,4,6,5,0,4,2,4
47,1,54,1,142,1,26,3,1,1,2,37,2,1,3,3,4,2090,2396,6,3,15,3,2,0,7,3,3,0,0,0,0,10,4
48,2,37,4,1373,3,2,2,2,4,2,92,2,1,3,3,4,2090,2396,1,3,15,3,2,0,7,3,3,0,0,0,0,10,4
49,1,54,1,142,1,26,3,6,1,2,37,2,1,3,3,4,2090,2396,1,3,15,3,2,0,7,3,3,0,0,0,0,10,4
50,2,37,4,1373,3,2,2,5,4,2,92,2,1,3,3,4,2090,2396,6,3,15,3,2,0,7,3,3,0,0,0,0,10,4
51,2,37,4,1373,3,2,2,2,4,2,92,2,1,3,3,4,2090,2396,1,3,15,3,2,0,7,3,3,0,0,0,0,10,4
52,1,54,1,142,1,26,3,1,1,2,37,2,1,3,3,4,2090,2396,6,3,15,3,2,0,7,3,3,0,0,0,0,10,4
53,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
54,1,30,4,1240,1,9,3,1,1,1,37,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
55,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,2,3,11,3,3,0,8,3,3,8,7,3,0,10,5
56,1,30,4,1240,1,9,3,4,1,1,37,3,1,8,3,2,2909,23159,3,3,11,4,3,0,8,3,3,8,7,3,0,10,5
57,2,41,4,1102,4,1,2,2,2,1,94,3,2,9,4,4,5993,19479,8,3,11,3,1,0,8,0,1,6,4,0,5,9,1
58,2,37,4,807,1,6,4,1,1,1,37,3,2,9,4,4,5993,19479,8,3,11,4,1,0,8,0,1,6,4,0,5,9,1
59,2,41,4,1102,4,1,2,2,2,1,94,3,2,9,4,4,5993,19479,4,3,11,3,1,0,8,0,1,6,4,0,5,9,1
60,2,37,4,807,1,6,4,3,1,1,37,3,2,9,4,4,5993,19479,5,3,11,3,1,0,8,0,1,6,4,0,5,9,1
61,2,37,4,807,1,6,4,1,1,1,37,3,2,9,4,4,5993,19479,8,3,11,3,1,0,8,0,1,6,4,0,5,9,1
62,2,37,4,807,1,6,4,3,1,1,37,3,2,9,4,4,5993,19479,5,3,11,3,1,0,8,0,1,6,4,0,5,9,1
63,2,41,4,1102,4,1,2,2,2,1,94,3,2,9,4,4,5993,19479,8,3,11,3,1,0,8,0,1,6,4,0,5,9,1
64,1,30,4,1240,1,9,3,1,1,1,37,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
65,1,30,4,1240,1,9,3,4,1,1,37,3,1,8,3,2,2909,23159,3,3,11,3,3,0,8,3,3,8,7,3,0,2,5
66,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
67,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,2,3,11,3,3,0,8,3,3,8,7,3,0,10,5
68,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
69,1,33,3,1392,3,3,4,2,2,2,79,3,1,8,1,2,2194,5868,4,1,13,3,4,1,5,2,2,3,2,1,2,2,4
70,1,33,3,1392,3,3,4,2,1,1,62,3,1,10,2,4,3202,21972,1,3,16,4,2,0,6,4,3,5,3,1,4,2,5
71,1,30,4,1240,1,9,3,1,1,1,37,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
72,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,2,3,11,3,3,0,8,3,3,8,7,3,0,10,5
73,1,30,4,1240,1,9,3,4,1,1,37,3,1,8,3,2,2909,23159,3,3,11,4,3,0,8,3,3,8,7,3,0,10,5
74,1,30,4,1240,1,9,3,1,1,1,37,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
75,1,30,4,1240,1,9,3,4,1,1,37,3,1,8,3,2,2909,23159,3,3,11,3,3,0,8,3,3,8,7,3,0,2,5
76,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,1,3,11,3,3,0,8,3,3,8,7,3,0,10,5
77,1,33,3,1392,3,3,4,2,4,1,56,3,1,8,3,2,2909,23159,2,3,11,3,3,0,8,3,3,8,7,3,0,10,5
78,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
79,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
80,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,4,4,1,6,3,3,2,2,2,2,10,1
81,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
82,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,4,1
83,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
84,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
85,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
86,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
87,1,27,4,591,3,2,1,4,4,2,79,2,1,8,3,2,3388,21777,0,3,17,3,1,1,2,0,2,1,0,0,0,2,5
88,1,58,4,682,4,10,4,4,1,2,40,3,1,3,2,2,3468,16632,0,1,13,3,3,0,38,1,2,37,10,1,8,1,1
89,1,26,4,1449,3,16,4,4,1,2,40,3,1,3,2,2,3468,16632,2,3,13,3,4,1,5,2,3,3,2,0,2,8,1
90,1,27,4,591,3,2,1,4,4,1,33,1,1,10,3,1,2351,12253,0,1,16,4,4,1,3,3,2,2,2,1,0,2,6
91,1,25,4,622,4,13,1,4,1,2,40,3,1,3,2,2,3468,16632,1,1,11,4,3,0,7,1,3,7,4,0,6,2,1
92,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
93,2,18,4,230,3,3,3,2,1,2,40,3,1,3,2,2,3468,16632,1,1,11,3,1,1,20,2,3,20,7,2,13,10,1
94,1,31,4,326,4,8,2,2,1,2,40,3,1,3,2,2,3468,16632,4,1,12,4,2,2,8,2,4,3,2,1,2,3,1
95,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,4,4,1,6,3,3,2,2,2,2,10,1
96,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
97,1,27,4,591,3,2,1,4,1,2,40,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,4,1
98,1,27,4,591,3,2,1,2,1,2,40,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
99,1,31,4,106,1,2,3,1,1,2,37,3,1,3,2,2,3468,16632,9,1,12,3,4,1,6,3,3,2,2,2,2,10,1
100,1,31,4,106,1,2,3,2,1,2,37,3,1,3,2,2,3468,16632,1,1,12,3,4,1,6,3,3,2,2,2,2,10,1
101,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
102,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
103,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
104,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
105,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
106,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
107,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
108,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
109,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
110,1,32,3,1005,3,2,2,2,1,1,57,2,2,9,3,4,5473,24668,7,1,11,3,4,0,20,2,2,4,3,1,3,2,5
111,1,44,1,489,3,23,3,4,4,2,79,3,1,3,4,4,3068,11864,4,1,12,4,3,1,17,3,4,3,2,1,2,10,6
112,1,28,4,1117,3,8,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,21,3,4,0,5,3,3,5,3,0,2,10,6
113,1,32,3,1005,3,2,2,2,4,2,42,3,1,3,4,2,1702,12106,1,3,23,3,3,1,1,3,3,1,0,0,0,1,6
114,2,24,3,1287,3,7,3,2,4,2,79,3,1,3,4,4,3068,11864,1,3,16,4,4,1,6,4,3,6,3,1,2,2,6
115,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
116,1,36,3,566,3,18,4,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,1,2,10,3,3,10,8,0,6,5,6
117,2,39,1,592,3,2,3,2,4,2,79,3,1,3,4,4,3068,11864,4,1,19,3,3,1,10,2,3,6,1,0,5,2,6
118,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
119,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
120,1,32,3,1005,3,2,2,2,4,2,79,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
121,1,32,3,1005,3,2,2,2,3,2,79,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
122,2,34,3,988,1,23,3,1,1,2,37,3,1,3,4,4,3068,11864,0,1,13,3,3,0,8,2,2,7,7,3,6,10,6
123,2,34,3,988,1,23,3,5,1,2,37,3,1,3,4,4,3068,11864,1,1,13,3,3,0,8,2,2,7,7,3,6,10,6
124,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,6
125,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,6
126,1,59,4,1324,3,3,3,2,3,1,81,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,6
127,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,6
128,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,6
129,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,4,1,3,12,3,2,1,0,0,0,10,6
130,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,6
131,1,59,4,1324,3,3,3,2,3,1,81,4,1,5,3,2,6132,13983,1,1,17,3,3,0,10,3,3,0,0,0,0,10,6
132,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,6
133,1,59,4,1324,3,3,3,4,3,2,76,3,1,8,2,2,2703,4956,0,1,23,3,4,1,6,3,3,5,4,0,4,5,4
134,2,37,4,807,1,6,4,1,3,1,81,4,1,3,1,2,2670,9964,4,3,22,3,4,0,7,3,3,3,2,0,2,2,6
135,1,49,3,636,3,10,4,2,3,1,81,4,1,3,1,2,2670,9964,9,3,11,3,4,0,22,4,3,3,2,1,2,5,6
136,1,59,4,1324,3,3,3,4,3,1,79,3,5,4,3,2,18041,13022,0,1,14,3,4,0,21,2,3,20,15,1,12,3,7
137,2,30,3,448,4,12,4,2,3,1,81,4,1,3,1,2,2670,9964,1,1,18,3,3,1,1,2,4,1,0,0,0,2,6
138,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,3,1,3,12,3,2,1,0,0,0,10,6
139,1,41,4,334,4,2,4,2,3,1,81,4,1,3,1,2,2670,9964,2,3,20,3,4,1,13,3,1,7,7,4,5,6,6
140,2,31,3,1445,3,1,5,2,3,1,81,4,1,3,1,2,2670,9964,9,1,21,3,3,1,10,3,2,5,4,0,1,4,6
141,1,59,4,1324,3,3,3,2,3,1,81,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,6
142,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,3,1,3,12,3,2,1,0,0,0,10,6
143,1,41,4,427,1,10,4,1,1,1,37,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,6
144,1,41,4,427,1,10,4,4,1,1,37,4,1,3,1,2,2670,9964,1,3,20,4,1,3,12,3,2,1,0,0,0,10,6
145,1,59,4,1324,3,3,3,4,3,1,81,4,1,3,1,2,2670,9964,4,3,20,4,1,3,12,3,2,1,0,0,0,10,6
146,1,59,4,1324,3,3,3,2,3,1,81,3,1,5,3,2,6132,13983,1,1,17,3,3,0,10,3,3,0,3,0,0,10,6
147,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
148,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
149,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
150,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
151,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
152,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,6,6
153,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
154,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
155,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
156,1,30,4,1358,3,24,1,2,3,2,87,3,1,8,2,4,2501,18775,1,1,17,3,2,0,1,4,3,1,1,1,0,6,1
157,1,32,4,827,3,1,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,13,3,4,0,1,2,3,1,0,0,0,4,6
158,1,36,4,506,3,3,3,6,4,2,67,3,1,3,3,1,2693,13335,4,1,12,3,4,0,10,2,3,8,0,7,7,2,6
159,1,30,4,1358,3,24,1,2,1,1,90,3,1,8,4,1,2886,3032,1,1,22,3,2,2,3,3,1,3,2,0,2,2,4
160,1,34,4,254,3,1,2,2,4,2,67,3,1,3,3,1,2693,13335,1,3,13,3,4,1,6,3,3,6,5,1,3,2,6
161,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
162,1,36,1,1105,3,24,4,2,4,2,67,3,1,3,3,1,2693,13335,8,1,18,3,3,1,20,2,1,17,9,0,15,8,6
163,2,31,3,523,3,2,3,2,4,2,67,3,1,3,3,1,2693,13335,1,3,14,3,4,0,0,3,3,0,0,0,0,5,6
164,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
165,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,3,2,1,1,2,3,1,0,0,0,10,6
166,1,30,4,1358,3,24,1,2,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
167,1,30,4,1358,3,24,1,5,4,2,67,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,6,6
168,1,41,4,314,1,1,3,1,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
169,1,41,4,314,1,1,3,2,1,2,37,3,1,3,3,1,2693,13335,1,1,22,4,2,1,1,2,3,1,0,0,0,10,6
170,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,8
171,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,8
172,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,3,2,0,10,2,3,9,7,1,8,10,8
173,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,8
174,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,8
175,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,8
176,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,8
177,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,8
178,1,38,3,216,3,23,3,2,4,2,44,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,8
179,1,38,3,216,3,23,3,2,2,2,66,3,2,8,2,2,6220,7346,1,1,17,3,2,2,10,3,3,10,4,0,9,8,4
180,2,20,3,871,3,6,3,2,4,2,44,2,3,5,3,4,9526,8787,1,3,18,3,2,0,1,5,3,1,0,1,0,1,8
181,1,31,3,444,4,5,3,3,4,2,44,2,3,5,3,4,9526,8787,1,1,11,4,3,1,2,5,2,2,2,2,2,2,8
182,1,38,3,216,3,23,3,2,3,2,53,3,1,3,4,2,2097,16734,4,1,15,3,3,1,9,3,1,5,3,1,4,4,1
183,2,31,4,1365,4,13,4,4,4,2,44,2,3,5,3,4,9526,8787,2,1,17,3,3,0,9,2,1,3,1,1,2,10,8
184,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,3,2,0,10,2,3,9,7,1,8,10,8
185,1,32,4,906,4,7,3,2,4,2,44,2,3,5,3,4,9526,8787,1,1,14,3,4,0,9,2,3,9,8,3,7,2,8
186,1,44,1,981,3,5,3,2,4,2,44,2,3,5,3,4,9526,8787,3,1,15,3,3,1,20,2,3,1,0,0,1,6,8
187,1,39,4,141,1,3,3,2,1,2,37,2,3,5,3,4,9526,8787,1,1,21,3,2,0,10,2,3,9,7,1,8,10,8
188,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,8
189,1,38,3,216,3,23,3,2,4,2,31,2,2,2,4,4,3886,4223,0,1,21,4,2,0,10,2,3,9,7,1,8,10,4
190,1,38,3,216,3,23,3,5,4,2,44,2,3,5,3,4,9526,8787,1,1,21,4,2,0,10,2,3,9,7,1,8,10,8
191,1,39,4,141,1,3,3,1,1,2,37,2,3,5,3,4,9526,8787,0,1,21,4,2,0,10,2,3,9,7,1,8,10,8
